assignment,allegiance_designation,website,name,campaign_assignment,pickup_service_validation,contact_page_validation,address,phone,price_level,alegiance,city,state,blocking issue,email_address,date_sent,time_sent,phone_number ,Received_Response,Estimate,Time_Response_Received
black_male,Union,https://www.applespice.com/locations/minnesota/minneapolis/?utm_source=gmb&utm_medium=organic&utm_campaign=business_listing,"Apple Spice Box Lunch Delivery & Catering Minneapolis/St. Paul, MN",0,0,0,"740 Harding St NE Suite B, Minneapolis, MN 55413, USA",(612) 354-3530,,Union,Minneapolis,Minnesota,1,,,,,,,
black_male,Union,https://www.brasa.us/catering,Brasa Premium Catering,0,0,0,"600 E Hennepin Ave Suite 620, Minneapolis, MN 55414, USA",(612) 245-1740,,Union,Minneapolis,Minnesota,1,,,,,,,
black_male,Union,https://www.choppedandserved.com/,Chopped & Served,0,0,0,"1025 Currie Ave W, Minneapolis, MN 55403, USA",(612) 434-5377,,Union,Minneapolis,Minnesota,1,,,,,,,
black_male,Union,https://masonjar.kitchen/,Mason Jar Kitchen & Bar,0,0,0,"1565 Cliff Rd #1, Eagan, MN 55122, USA",(651) 340-7809,2,Union,Eagan,Minnesota,1,,,,,,,
black_male,Union,http://nelsonbroscuttingedgecatering.com/contact,Nelson Bros. Cutting Edge Catering,0,0,0,"950 MN-24, Clearwater, MN 55320, USA",(320) 558-4273,,Union,Clearwater,Minnesota,1,,,,,,,
black_male,Union,http://stonehousemn.com/,Stonehouse Catering,0,0,0,"4466 Centerville Rd, White Bear Lake, MN 55127, USA",(651) 426-8831,,Union,White Bear Lake,Minnesota,1,,,,,,,
black_male,Union,http://www.tinuccis.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,Tinucci's,0,0,0,"396 21st St, Newport, MN 55055, USA",(651) 459-3211,2,Union,Newport,Minnesota,1,,,,,,,
white_female,Union,https://www.facebook.com/share/1Bn7NKqVvS/,Annie's Catering,,,,"201 E Main St, Belle Plaine, MN 56011, USA",(952) 873-5558,1,Union,Belle Plaine,Minnesota,,,,,,,,
white_female,Union,https://lakesareacatering.com/,Chef Mike’s Catering,,,,"9364 Wild Rice Rd, Brainerd, MN 56401, USA",(218) 851-7119,,Union,Brainerd,Minnesota,,,,,,,,
white_female,Union,http://www.foodgallerycatering.com/,Food Gallery Catering,,,,"2010 E Hennepin Ave Suite 7-101, Minneapolis, MN 55413, USA",(612) 547-8398,,Union,Minneapolis,Minnesota,,,,,,,,
white_female,Union,http://jellybeanandjulias.com/,Jellybean and Julia's BBQ,,,,"2501 Coon Rapids Blvd NW, Coon Rapids, MN 55433, USA",(763) 421-6119,2,Union,Coon Rapids,Minnesota,,,,,,,,
white_female,Union,https://lyndesrestaurantandcatering.com/,Lynde’s Restaurant & Catering,,,,"209 County Rd 81, Osseo, MN 55369, USA",(763) 424-3696,2,Union,Osseo,Minnesota,,,,,,,,
white_female,Union,http://rmbbqbeast.com/,RM BBQ Beast,0,1,1,"1100 4th Ave S Suite B, St Cloud, MN 56301, USA",(320) 828-2664,1,Union,St Cloud,Minnesota,,,,,,,,
white_female,Union,https://www.tstcreativecatering.com/,TST Creative Catering Ideal Hall,,,,"1494 Dale St N, St Paul, MN 55117, USA",(651) 488-0971,,Union,St Paul,Minnesota,,,,,,,,
white_female,Union,http://www.wecatertoyou-mn.com/,We Cater To You,,,,"4159 N Thomas Ave, Minneapolis, MN 55412, USA",(612) 315-2981,,Union,Minneapolis,Minnesota,,,,,,,,
white_male,Union,https://www.brasa.us/catering,Brasa Premium Rotisserie- St. Paul,0,1,1,"777 Grand Ave, St Paul, MN 55105, USA",(651) 224-1302,2,Union,St Paul,Minnesota,,,,,,,,
white_male,Union,http://chowgirls.net/,Chowgirls Catering,,,,"336 Hoover St NE, Minneapolis, MN 55413, USA",(612) 203-0786,,Union,Minneapolis,Minnesota,,,,,,,,
white_male,Union,http://www.hellskitcheninc.com/,Hell's Kitchen Inc.,,,,"80 S 9th St, Minneapolis, MN 55402, USA",(612) 332-4700,2,Union,Minneapolis,Minnesota,,,,,,,,
white_male,Union,https://jonisrestaurant.com/,Joni's Restaurant & Catering,,,,"24 N Minnesota St, New Ulm, MN 56073, USA",(507) 359-2018,1,Union,New Ulm,Minnesota,,,,,,,,
white_male,Union,https://www.lefebvrescatering.com/,LeFebvre's Catering,,,,"129 2nd Ave SW, Cambridge, MN 55008, USA",(763) 221-6011,,Union,Cambridge,Minnesota,,,,,,,,
white_male,Union,https://www.mrpigstuff.com/,Mr. Pig Stuff Catering,,,,"2875 Winners Cir Dr, Shakopee, MN 55379, USA",(952) 233-7306,2,Union,Shakopee,Minnesota,,,,,,,,
white_male,Union,http://www.pithappenscatering.com/,Pit Happens Catering,,,,"2700 Oak St, Brainerd, MN 56401, USA",(218) 851-0003,,Union,Brainerd,Minnesota,,,,,,,,
white_male,Union,https://www.twincitiescateringmn.com/,Twin Cities Catering,,,,"6625 W 78th St, Minneapolis, MN 55439, USA",(763) 300-1907,,Union,Minneapolis,Minnesota,,,,,,,,
black_female,Confederacy,https://fairviewinn.com/1908provisions/,1908 Provisions,,,,"734 Fairview St, Jackson, MS 39202, USA",(601) 948-3429,,Confederacy,Jackson,Mississippi,,,,,,,,
white_female,Confederacy,https://potzandpanzgourmetcafe.com/,Potz & Panz Gourmet Cafe Catering LLC,1,1,1,"2547 Lower Wetumpka Rd, Montgomery, AL 36110, USA",(334) 676-3343,1,Confederacy,Montgomery,Alabama,,emily.smith4241@gmail.com,12/4/2025,10:43:00 PM,9343330428,,,
black_female,Confederacy,http://www.amerigo.net/,Amerigo Italian Restaurant,,,,"6592 Old Canton Rd, Ridgeland, MS 39157, USA",(601) 977-0563,2,Confederacy,Ridgeland,Mississippi,,,,,,,,
black_female,Confederacy,http://www.brianmichaelscatering.com/,Brian Michael's Catering Company,,,,"2458 Old West Point Rd, Starkville, MS 39759, USA",(662) 418-8770,,Confederacy,Starkville,Mississippi,,,,,,,,
black_female,Confederacy,https://www.catersmarket.com/,Cater's Market Meridian,,,,"5201 MS-493, Meridian, MS 39305, USA",(601) 482-5515,2,Confederacy,Meridian,Mississippi,,,,,,,,
black_female,Confederacy,https://usmapiz.org/details/danny-s-restaurant-catering-ChIJlX9,Danny's Restaurant & Catering,,,,"2124 Bell Ave, Columbus, MS 39701, USA",(662) 368-1013,,Confederacy,Columbus,Mississippi,,,,,,,,
black_female,Confederacy,http://littleeasycatering.com/,Little Easy Catering,,,,"1503B White Oak Ln, Oxford, MS 38655, USA",(662) 801-4194,,Confederacy,Oxford,Mississippi,,,,,,,,
black_female,Confederacy,http://macksontheriver.com/,Mack's On the River,,,,"855 River Rd, Hattiesburg, MS 39401, USA",(601) 582-5101,2,Confederacy,Hattiesburg,Mississippi,,,,,,,,
black_female,Confederacy,http://www.hamils.com/,Mama Hamil's Southern Cookin' and Bar B Que Buffet,,,,"480 Magnolia St, Madison, MS 39110, USA",(601) 856-4407,1,Confederacy,Madison,Mississippi,,,,,,,,
black_female,Confederacy,http://www.mangiabene-catering.com/,Mangia Bene Catering,,,,"4465 I-55, Jackson, MS 39206, USA",(601) 362-2900,,Confederacy,Jackson,Mississippi,,,,,,,,
black_female,Confederacy,http://naomis.com/,"Naomi's Catering, Inc",,,,"18224 Dedeaux Clan Rd, Gulfport, MS 39503, USA",(228) 832-6171,,Confederacy,Gulfport,Mississippi,,,,,,,,
black_female,Confederacy,https://locations.newks.com/ms/byram/301-handley-drive/,Newk's Eatery,,,,"301 Handley Blvd, Byram, MS 39272, USA",(769) 257-7123,2,Confederacy,Byram,Mississippi,,,,,,,,
black_female,Confederacy,https://locations.newks.com/ms/ridgeland/1065-highland-colony-parkway/,Newk's Eatery,,,,"1065 Highland Colony Pkwy Suite A, Ridgeland, MS 39157, USA",(601) 707-2863,2,Confederacy,Ridgeland,Mississippi,,,,,,,,
black_female,Confederacy,https://locations.newks.com/ms/byram/301-handley-drive/,Newk's Eatery,,,,"301 Handley Blvd, Byram, MS 39272, USA",(769) 257-7123,2,Confederacy,Byram,Mississippi,,,,,,,,
black_female,Confederacy,https://www.rosesbbqcatering.com/,Roses BarbB-Q & Catering,,,,"4697 US 49 South, Hattiesburg, MS 39401, USA",(601) 584-8691,2,Confederacy,Hattiesburg,Mississippi,,,,,,,,
black_female,Confederacy,http://www.saltinerestaurant.com/,Saltine Restaurant,,,,"622 Duling Ave Ste. 201, Jackson, MS 39216, USA",(601) 982-2899,2,Confederacy,Jackson,Mississippi,,,,,,,,
black_female,Confederacy,http://www.sweetpeppersdeli.com/,Sweet Peppers Deli,,,,"2005 Lincoln Rd, Hattiesburg, MS 39402, USA",(601) 268-2250,2,Confederacy,Hattiesburg,Mississippi,,,,,,,,
black_female,Confederacy,http://taylorgrocerycatering.com/?utm_source+gmb&utm_medium=organic,Taylor Grocery Special Events Catering,,,,"41 Co Rd 362, Oxford, MS 38655, USA",(662) 801-9140,,Confederacy,Oxford,Mississippi,,,,,,,,
black_female,Confederacy,http://www.pigandpint.com/?y_source=1_MjY2NDY0MTctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,The Pig & Pint,,,,"3139 N State St, Jackson, MS 39216, USA",(601) 326-6070,2,Confederacy,Jackson,Mississippi,,,,,,,,
black_female,Confederacy,http://www.weidmanns1870.com/,Weidmann's,,,,"210 22nd Ave, Meridian, MS 39301, USA",(601) 581-5770,2,Confederacy,Meridian,Mississippi,,,,,,,,
black_male,Confederacy,https://porquenotacos.square.site/catering,¿Por Qué No? Catering,,,,"3524 N Mississippi Ave, Portland, OR 97227, USA",(503) 467-4149,,Confederacy,Portland,Mississippi,,,,,,,,
black_male,Confederacy,https://kitchen.afrishoppi.com/,"Afrishoppi Kitchen | The Only Nigerian Restaurant in Mississippi. We offer 100% Catering service, Order 24 hours ahead.",,,,"201 Ring Rd Suite 10, Ridgeland, MS 39157, USA",(404) 345-6215,2,Confederacy,Ridgeland,Mississippi,,,,,,,,
black_male,Confederacy,http://www.amerigo.net/,Amerigo Italian Restaurant,,,,"6592 Old Canton Rd, Ridgeland, MS 39157, USA",(601) 977-0563,2,Confederacy,Ridgeland,Mississippi,,,,,,,,
black_male,Confederacy,http://www.amerigo.net/,Amerigo Italian Restaurant,,,,"155 Market St, Flowood, MS 39232, USA",(601) 992-1550,2,Confederacy,Flowood,Mississippi,,,,,,,,
black_male,Confederacy,https://www.catersmarket.com/,Cater's Market Meridian,,,,"5201 MS-493, Meridian, MS 39305, USA",(601) 482-5515,2,Confederacy,Meridian,Mississippi,,,,,,,,
black_male,Confederacy,http://www.firstchoicecatering.com/,First Choice Catering,,,,"5905 Scott Blvd, Horn Lake, MS 38637, USA",(662) 342-2559,,Confederacy,Horn Lake,Mississippi,,,,,,,,
black_male,Confederacy,https://hardingcateringms.com/,Harding Catering,,,,"270 Jack Wiggins Rd, Caledonia, MS 39740, USA",(662) 356-9296,,Confederacy,Caledonia,Mississippi,,,,,,,,
black_male,Confederacy,http://www.hogheavenbbqms.com/,Hog Heaven BBQ,,,,"2650 Lakeland Dr, Flowood, MS 39232, USA",(601) 932-5265,,Confederacy,Flowood,Mississippi,,,,,,,,
black_male,Confederacy,http://littleeasycatering.com/,Little Easy Catering,,,,"1503B White Oak Ln, Oxford, MS 38655, USA",(662) 801-4194,,Confederacy,Oxford,Mississippi,,,,,,,,
black_male,Confederacy,http://www.hamils.com/,Mama Hamil's Southern Cookin' and Bar B Que Buffet,,,,"480 Magnolia St, Madison, MS 39110, USA",(601) 856-4407,1,Confederacy,Madison,Mississippi,,,,,,,,
black_male,Confederacy,http://www.mississippideltabbq.com/,Mississippi Delta BBQ Catering,,,,"4057 N Interstate Ave, Portland, OR 97227, USA",(503) 869-8184,,Confederacy,Portland,Mississippi,,,,,,,,
black_male,Confederacy,https://www.msaudreysgulfport.com/,Ms. Audrey's Southern Kitchen & Catering,,,,"1526 Mills Ave, Gulfport, MS 39501, USA",(228) 214-4287,1,Confederacy,Gulfport,Mississippi,,,,,,,,
black_male,Confederacy,http://naomis.com/,"Naomi's Catering, Inc",,,,"18224 Dedeaux Clan Rd, Gulfport, MS 39503, USA",(228) 832-6171,,Confederacy,Gulfport,Mississippi,,,,,,,,
black_male,Confederacy,http://olemisscatering.com/,Ole Miss Catering,,,,"144 Paul B. Johnson Commons West, University, MS 38677, USA",(662) 915-7041,,Confederacy,University,Mississippi,,,,,,,,
black_male,Confederacy,https://www.oliviasfoodemporium.com/,Olivia's Food Emporium,,,,"637 US-51 Suite K, Ridgeland, MS 39157, USA",(601) 898-8333,,Confederacy,Ridgeland,Mississippi,,,,,,,,
black_male,Confederacy,http://www.primoscafe.com/,Primos Cafe,,,,"2323 Lakeland Dr, Flowood, MS 39232, USA",(601) 936-3398,2,Confederacy,Flowood,Mississippi,,,,,,,,
black_male,Confederacy,http://www.stricksbbq.com/,Strick's Bar-B-Q & Catering,,,,"3802 W 4th St, Hattiesburg, MS 39401, USA",(601) 264-2502,2,Confederacy,Hattiesburg,Mississippi,,,,,,,,
white_female,Confederacy,https://calicocounty.net/contact/,Calico County,1,1,1,"2401 S 56th St, Fort Smith, AR 72903, USA",(479) 452-3299,2,Confederacy,Fort Smith,Arkansas,,emily.smith4241@gmail.com,11/18/2025,8:23:00 PM,9343330428,,,
black_male,Confederacy,https://www.eattwistedturnip.com/,Twisted Turnip,,,,"166 Calhoun Station Pkwy, Madison, MS 39110, USA",(769) 567-2832,2,Confederacy,Madison,Mississippi,,,,,,,,
black_male,Confederacy,http://www.zacharyscolumbus.com/,Zachary's,,,,"205 N 5th St, Columbus, MS 39701, USA",(662) 240-0101,2,Confederacy,Columbus,Mississippi,,,,,,,,
white_female,Confederacy,https://kitchen.afrishoppi.com/,"Afrishoppi Kitchen | The Only Nigerian Restaurant in Mississippi. We offer 100% Catering service, Order 24 hours ahead.",,,,"201 Ring Rd Suite 10, Ridgeland, MS 39157, USA",(404) 345-6215,2,Confederacy,Ridgeland,Mississippi,,,,,,,,
white_female,Confederacy,http://anjourestaurant.net/,Anjou Restaurant,,,,"361 Township Ave, Ridgeland, MS 39157, USA",(601) 707-0587,3,Confederacy,Ridgeland,Mississippi,,,,,,,,
white_female,Confederacy,https://www.thecookingdivarnc.com/,Cooking Diva,,,,"123 Depot Dr, Canton, MS 39046, USA",(601) 407-6212,2,Confederacy,Canton,Mississippi,,,,,,,,
white_female,Confederacy,http://eatdrinklove701.com/,Eat Drink Love & 701 Craft,,,,"701 Bienville Blvd, Ocean Springs, MS 39564, USA",(228) 217-7160,2,Confederacy,Ocean Springs,Mississippi,,,,,,,,
white_female,Confederacy,http://www.firstchoicecatering.com/,First Choice Catering,,,,"5905 Scott Blvd, Horn Lake, MS 38637, USA",(662) 342-2559,,Confederacy,Horn Lake,Mississippi,,,,,,,,
white_female,Confederacy,http://www.bromasdeli.com/,Mitchell's Special Events & Catering,,,,"1203 Hampton Dr, Brookhaven, MS 39601, USA",(601) 573-2063,2,Confederacy,Brookhaven,Mississippi,,,,,,,,
white_female,Confederacy,https://locations.newks.com/ms/meridian/103-south-frontage-rd/,Newk's Eatery,,,,"103 S Frontage Rd, Meridian, MS 39301, USA",(601) 621-4536,2,Confederacy,Meridian,Mississippi,,,,,,,,
white_female,Confederacy,https://locations.newks.com/ms/ridgeland/733-lake-harbour-drive/,Newk's Eatery,,,,"733 Lake Harbour Dr, Ridgeland, MS 39157, USA",(601) 707-0700,2,Confederacy,Ridgeland,Mississippi,,,,,,,,
white_female,Confederacy,https://locations.newks.com/ms/brandon/120-stribling-lane/,Newk's Eatery,,,,"120 Stribling Ln Suite A, Brandon, MS 39042, USA",(601) 709-3133,2,Confederacy,Brandon,Mississippi,,,,,,,,
white_female,Confederacy,https://locations.newks.com/ms/jackson/4450-interstate-55-north/,Newk's Eatery,,,,"4450 I-55, Jackson, MS 39211, USA",(601) 709-4990,2,Confederacy,Jackson,Mississippi,,,,,,,,
white_female,Confederacy,https://locations.newks.com/ms/hattiesburg/4700-hardy-street/,Newk's Eatery,,,,"4700 Hardy St, Hattiesburg, MS 39402, USA",(601) 602-0189,2,Confederacy,Hattiesburg,Mississippi,,,,,,,,
white_female,Confederacy,https://locations.newks.com/ms/brandon/120-stribling-lane/,Newk's Eatery,,,,"120 Stribling Ln Suite A, Brandon, MS 39042, USA",(601) 709-3133,2,Confederacy,Brandon,Mississippi,,,,,,,,
white_female,Confederacy,http://olemisscatering.com/,Ole Miss Catering,,,,"144 Paul B. Johnson Commons West, University, MS 38677, USA",(662) 915-7041,,Confederacy,University,Mississippi,,,,,,,,
white_female,Confederacy,https://www.4rsmokehouse.com/locations/longwood/?utm_source=gmb&utm_medium=yext,4 Rivers Smokehouse,1,1,1,"1869 W State Rd 434, Longwood, FL 32750, USA",(321) 599-4242,2,Confederacy,Longwood,Florida,,emily.smith4241@gmail.com,11/18/2025,8:24:00 PM,9343330428,1,-1,11/20/2025 12:00 PM
white_female,Confederacy,http://seasonedwithlovems.com/,Seasoned with Love,,,,"4010 O'Ferral St, Hattiesburg, MS 39402, USA",(601) 599-2665,,Confederacy,Hattiesburg,Mississippi,,,,,,,,
white_female,Confederacy,https://www.southernprovisionscatering.com/contact,Southern Provisions Catering,,,,"4620 McWillie Dr, Jackson, MS 39206, USA",(601) 540-2214,,Confederacy,Jackson,Mississippi,,,,,,,,
white_female,Confederacy,https://m.facebook.com/Sugars-Place-Downtown-156404083841/,Sugar's Place,,,,"168 E Griffith St, Jackson, MS 39201, USA",(601) 352-2364,2,Confederacy,Jackson,Mississippi,,,,,,,,
white_female,Confederacy,https://www.ilovesullys.com/,Sully's,,,,"1316 30th Ave, Gulfport, MS 39501, USA",(228) 265-5519,2,Confederacy,Gulfport,Mississippi,,,,,,,,
white_female,Confederacy,https://www.ilovesullys.com/,Sully's,,,,"1316 30th Ave, Gulfport, MS 39501, USA",(228) 265-5519,2,Confederacy,Gulfport,Mississippi,,,,,,,,
white_female,Confederacy,https://www.superchix.com/,"Super Chix - Flowood, MS",,,,"2675 Lakeland Dr, Flowood, MS 39232, USA",(601) 914-2720,2,Confederacy,Flowood,Mississippi,,,,,,,,
white_female,Confederacy,https://www.eattwobros.com/,Two Brothers Smoked Meats,,,,"621 University Dr, Starkville, MS 39759, USA",(662) 617-8095,2,Confederacy,Starkville,Mississippi,,,,,,,,
white_male,Confederacy,https://porquenotacos.square.site/catering,¿Por Qué No? Catering,,,,"3524 N Mississippi Ave, Portland, OR 97227, USA",(503) 467-4149,,Confederacy,Portland,Mississippi,,,,,,,,
white_male,Confederacy,http://anjourestaurant.net/,Anjou Restaurant,,,,"361 Township Ave, Ridgeland, MS 39157, USA",(601) 707-0587,3,Confederacy,Ridgeland,Mississippi,,,,,,,,
white_male,Confederacy,https://www.boothsbarbeque.com/,Booth's Barbeque and Yard,,,,"2200 S Lamar Blvd, Oxford, MS 38655, USA",(662) 371-1333,2,Confederacy,Oxford,Mississippi,,,,,,,,
white_male,Confederacy,https://www.boothsbarbeque.com/,Booth's Barbeque and Yard,,,,"2200 S Lamar Blvd, Oxford, MS 38655, USA",(662) 371-1333,2,Confederacy,Oxford,Mississippi,,,,,,,,
white_male,Confederacy,https://www.thecookingdivarnc.com/,Cooking Diva,,,,"123 Depot Dr, Canton, MS 39046, USA",(601) 407-6212,2,Confederacy,Canton,Mississippi,,,,,,,,
white_male,Confederacy,http://eatdrinklove701.com/,Eat Drink Love & 701 Craft,,,,"701 Bienville Blvd, Ocean Springs, MS 39564, USA",(228) 217-7160,2,Confederacy,Ocean Springs,Mississippi,,,,,,,,
white_male,Confederacy,http://www.mangiabene-catering.com/,Mangia Bene Catering,,,,"4465 I-55, Jackson, MS 39206, USA",(601) 362-2900,,Confederacy,Jackson,Mississippi,,,,,,,,
white_male,Confederacy,http://www.mississippideltabbq.com/,Mississippi Delta BBQ Catering,,,,"4057 N Interstate Ave, Portland, OR 97227, USA",(503) 869-8184,,Confederacy,Portland,Mississippi,,,,,,,,
white_male,Confederacy,https://www.msaudreysgulfport.com/,Ms. Audrey's Southern Kitchen & Catering,,,,"1526 Mills Ave, Gulfport, MS 39501, USA",(228) 214-4287,1,Confederacy,Gulfport,Mississippi,,,,,,,,
white_male,Confederacy,http://mymichellesoxford.com/,My Michelle's | Catering ~ Grab & Go ~ Delivery,,,,"6 CR, 1014 Ryland Wy #485, Oxford, MS 38655, USA",(662) 236-1512,1,Confederacy,1014 Ryland Wy #485,Mississippi,,,,,,,,
white_male,Confederacy,https://locations.newks.com/ms/flowood/379-ridge-way/,Newk's Eatery,,,,"379 Ridge Way, Flowood, MS 39232, USA",(601) 919-8303,2,Confederacy,Flowood,Mississippi,,,,,,,,
white_male,Confederacy,https://locations.newks.com/ms/ridgeland/1065-highland-colony-parkway/,Newk's Eatery,,,,"1065 Highland Colony Pkwy Suite A, Ridgeland, MS 39157, USA",(601) 707-2863,2,Confederacy,Ridgeland,Mississippi,,,,,,,,
white_male,Confederacy,https://locations.newks.com/ms/ridgeland/733-lake-harbour-drive/,Newk's Eatery,,,,"733 Lake Harbour Dr, Ridgeland, MS 39157, USA",(601) 707-0700,2,Confederacy,Ridgeland,Mississippi,,,,,,,,
white_male,Confederacy,https://locations.newks.com/ms/jackson/4450-interstate-55-north/,Newk's Eatery,,,,"4450 I-55, Jackson, MS 39211, USA",(601) 709-4990,2,Confederacy,Jackson,Mississippi,,,,,,,,
white_male,Confederacy,http://scroogesjackson.com/,Scrooge's Fine Foods & Drink,,,,"5829 Ridgewood Rd, Jackson, MS 39211, USA",(601) 206-1211,2,Confederacy,Jackson,Mississippi,,,,,,,,
white_male,Confederacy,http://seasonedwithlovems.com/,Seasoned with Love,,,,"4010 O'Ferral St, Hattiesburg, MS 39402, USA",(601) 599-2665,,Confederacy,Hattiesburg,Mississippi,,,,,,,,
white_male,Confederacy,https://m.facebook.com/Sugars-Place-Downtown-156404083841/,Sugar's Place,,,,"168 E Griffith St, Jackson, MS 39201, USA",(601) 352-2364,2,Confederacy,Jackson,Mississippi,,,,,,,,
white_male,Confederacy,https://www.eatthecamphouse.com/location/the-camphouse-diamondhead-ms/,"The Camphouse - Diamondhead, MS",,,,"3410 Vaught Cir, Diamondhead, MS 39525, USA",(228) 222-4645,2,Confederacy,Diamondhead,Mississippi,,,,,,,,
white_male,Confederacy,https://www.eattwistedturnip.com/,Twisted Turnip,,,,"166 Calhoun Station Pkwy, Madison, MS 39110, USA",(769) 567-2832,2,Confederacy,Madison,Mississippi,,,,,,,,
white_male,Confederacy,http://www.weidmanns1870.com/,Weidmann's,,,,"210 22nd Ave, Meridian, MS 39301, USA",(601) 581-5770,2,Confederacy,Meridian,Mississippi,,,,,,,,
white_female,Confederacy,https://baskatcatering.com/,BasKat Catering,1,1,1,"1072 Baxter St Unit B, Athens, GA 30606, USA",(706) 431-7480,,Confederacy,Athens,Georgia,,emily.smith4241@gmail.com,11/18/2025,8:24:00 PM,9343330428,1,-1,11/19/2025 7:08 AM
black_female,union supporting border states,https://russosgourmetexpress.com/,Russo's Gourmet Express,,,,"9904 Page Ave, St. Louis, MO 63132, USA",(314) 427-4955,,Union,St. Louis,Missouri,,,,,,,,
black_female,union supporting border states,http://www.sweetsmokebbqmo.com/,Sweet Smoke BBQ - Westside,,,,"3530 Country Club Dr, Jefferson City, MO 65109, USA",(573) 636-1007,2,Union,Jefferson City,Missouri,,,,,,,,
black_female,union supporting border states,https://bambinoscafe.com/,Bambinos Cafe on Battlefield,,,,"2810 E Battlefield Rd suite d, Springfield, MO 65804, USA",(417) 881-4442,2,Union,Springfield,Missouri,,,,,,,,
black_female,union supporting border states,http://www.garozzos.com/,Garozzo's Downtown,,,,"526 Harrison St, Kansas City, MO 64106, USA",(816) 221-2455,2,Union,Kansas City,Missouri,,,,,,,,
black_female,union supporting border states,https://ourhousekc.com/?utm_source=gbpr&utm_medium=organic&utm_id=ifocus,OurHouseKC,,,,"1815 W 39th St, Kansas City, MO 64111, USA",(816) 442-8569,2,Union,Kansas City,Missouri,,,,,,,,
black_female,union supporting border states,https://www.chefkansascity.com/,Chef Kansas City Catering,,,,"1111 W 39th St, Kansas City, MO 64111, USA",(816) 541-9383,,Union,Kansas City,Missouri,,,,,,,,
black_female,union supporting border states,http://www.taterpatch.com/,Tater Patch,,,,"103 Bridge School Rd, Rolla, MO 65401, USA",(573) 368-3111,2,Union,Rolla,Missouri,,,,,,,,
black_male,union supporting border states,http://www.fifthwheelcatering.com/,The Fifth Wheel Catering,,,,"3135 Lafayette Ave #1413, St. Louis, MO 63104, USA",(314) 899-0430,,Union,St. Louis,Missouri,,,,,,,,
black_male,union supporting border states,https://www.chaunscatering.com/,Chaun's Catering,,,,"3405 Pear St, St Joseph, MO 64503, USA",(816) 232-1808,,Union,St Joseph,Missouri,,,,,,,,
black_male,union supporting border states,http://cateringintheozarks.com/,Catering Creations,,,,"5124 S Farm Rd 213, Rogersville, MO 65742, USA",(417) 862-2837,,Union,Rogersville,Missouri,,,,,,,,
black_male,union supporting border states,http://scratchofficecatering.com/,Scratch Office Catering,,,,"2300 Main St #160, Kansas City, MO 64108, USA",(816) 226-8059,,Union,Kansas City,Missouri,,,,,,,,
black_male,union supporting border states,http://www.g-cater.com/,Giuseppe's Lunch & Catering,,,,"972 S Hwy Dr, Fenton, MO 63026, USA",(636) 226-4400,1,Union,Fenton,Missouri,,,,,,,,
black_male,union supporting border states,https://www.bandanasbbq.com/,Bandana's Bar-B-Q Sunset Hills,,,,"11750 Gravois Rd, St. Louis, MO 63127, USA",(314) 849-1162,2,Union,St. Louis,Missouri,,,,,,,,
black_male,union supporting border states,https://www.jackstackbbq.com/?olonwp=JjBtp_vMLk25gkYh_bnoiQ,Jack Stack Barbecue - Freight House,,,,"101 W 22nd St, Kansas City, MO 64108, USA",(816) 472-7427,2,Union,Kansas City,Missouri,,,,,,,,
black_male,union supporting border states,http://maggieslunchbox.com/,Maggie's Lunchbox,,,,"867 Horan Dr, Fenton, MO 63026, USA",(636) 326-4411,1,Union,Fenton,Missouri,,,,,,,,
white_female,union supporting border states,http://hobosatthelegion.org/,Hobo’s At The Legion,,,,"200 Main St, St Peters, MO 63376, USA",(636) 278-2828,1,Union,St Peters,Missouri,,,,,,,,
white_female,union supporting border states,http://www.nolandscatering.com/,Noland's Catering,,,,"3002 Jims Rd, Macon, MO 63552, USA",(660) 395-9141,,Union,Macon,Missouri,,,,,,,,
white_female,union supporting border states,https://bambinoscafe.com/,Bambinos Cafe on Delmar,,,,"1141 E Delmar St, Springfield, MO 65807, USA",(417) 862-9999,2,Union,Springfield,Missouri,,,,,,,,
white_female,union supporting border states,http://matthewcaters.com/,Matthew's Catering,,,,"407 W Pine St, Raymore, MO 64083, USA",(816) 287-4770,,Union,Raymore,Missouri,,,,,,,,
white_female,union supporting border states,https://www.essentialeatsgrazing.com/,"Essential Eats Grazing, LLC",,,,"1412 S Hwy 7 Unit H, Blue Springs, MO 64014, USA",(831) 290-0015,,Union,Blue Springs,Missouri,,,,,,,,
white_female,union supporting border states,http://www.hollyberrycatering.com/,Hollyberry Catering,,,,"10037 Manchester Rd, St. Louis, MO 63122, USA",(314) 835-9977,,Union,St. Louis,Missouri,,,,,,,,
white_female,union supporting border states,http://www.sweetchipotlecatering.com/,Sweet Chipotle Catering,,,,"512 N East St, California, MO 65018, USA",(573) 353-1077,,Union,California,Missouri,,,,,,,,
white_female,union supporting border states,http://www.heavysmokebbq.com/,Heavy Smoke BBQ,,,,"4270 N Service Rd, St Peters, MO 63376, USA",(636) 244-5874,2,Union,St Peters,Missouri,,,,,,,,
white_male,union supporting border states,http://www.angelaslakecatering.com/,Angela's Lake Catering,,,,"1629 Old S Hwy 5, Camdenton, MO 65020, USA",(573) 317-3064,,Union,Camdenton,Missouri,,,,,,,,
